ID	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)
MAG00257	o__Clostridiales (UID1226)	155	274	157	99.36	0.02	100	2454363	32598	2316	2316	137199	380	324	310	2147	2004
MAG00258	f__Lachnospiraceae (UID1256)	33	333	171	98.83	0.33	25	2493899	31045	2334	2334	44746	381	321	307	2734	2596
MAG00265	o__Clostridiales (UID1212)	172	261	147	95.22	2.47	92.31	2058705	19897	1960	1960	24350	370	306	295	3014	2883
MAG00268	o__Clostridiales (UID1226)	155	278	158	65.76	0.32	100	1675870	19958	1646	1646	9971	373	305	293	1963	1833
MAG00272	o__Clostridiales (UID1226)	155	278	158	91.4	0.84	100	3093131	39054	2814	2814	16459	384	319	305	2745	2618
MAG00273	o__Clostridiales (UID1212)	172	261	147	97.83	0	0	2361338	24394	2211	2211	47493	382	315	304	1512	1447
MAG00276	g__Streptococcus (UID684)	26	668	229	99.24	0.19	50	1767087	23078	1935	1935	101843	328	260	248	1644	1547
MAG00277	f__Lachnospiraceae (UID1256)	33	333	171	98.33	0	0	2771618	34049	2606	2607	88827	391	323	310	2246	2099
MAG00280	f__Xanthomonadaceae (UID4214)	55	659	290	54.17	1.35	81.82	2222645	17132	2728	2728	2234	314	247	241	1484	1434
MAG00281	o__Clostridiales (UID1212)	172	261	147	94.56	0	0	2532080	25448	2199	2199	95710	393	336	324	3563	3308
MAG00284	k__Bacteria (UID203)	5449	103	57	70.1	0.88	0	1973088	23564	2162	2162	4557	343	275	265	1880	1793
MAG00285	k__Bacteria (UID2372)	131	177	106	99.06	0	0	2706915	46797	2865	2865	78646	347	286	270	2829	2582
MAG00291	f__Lachnospiraceae (UID1255)	90	354	174	97.01	0.91	0	2865215	36323	2615	2615	63262	390	322	308	2925	2707
MAG00295	o__Clostridiales (UID1226)	155	278	158	84.54	0.63	0	2426754	30031	2232	2232	8464	378	311	298	2926	2745
MAG00298	f__Bifidobacteriaceae (UID1458)	77	464	220	64.85	1.81	12.5	1347124	14694	1452	1452	2670	349	274	264	3111	3010
MAG00300	o__Sphingomonadales (UID3310)	26	569	293	95.95	1.52	27.27	3634633	26043	3776	3777	9487	375	291	284	1712	1661
MAG00304	o__Clostridiales (UID1226)	155	278	158	100	0	0	3213014	42475	2879	2879	71010	414	334	319	3210	3044
MAG00306	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2207045	19893	1888	1888	129464	395	340	329	3595	3335
MAG00310	o__Clostridiales (UID1212)	172	263	149	93.55	1.12	66.67	2252107	23785	2283	2283	7065	358	285	275	2699	2546
MAG00312	o__Clostridiales (UID1226)	155	278	158	85.17	1.79	0	2561447	29888	2366	2366	18811	395	320	308	2099	1940
MAG00313	o__Clostridiales (UID1212)	172	263	149	87.32	0.73	50	1613555	17893	1764	1764	5124	342	272	262	1489	1407
MAG00314	g__Prevotella (UID2724)	55	567	296	88.19	1.77	42.86	2483198	36898	2125	2125	18581	426	343	326	1821	1730
MAG00315	k__Bacteria (UID203)	5449	103	57	53.43	1.75	0	1200961	20193	1458	1458	2279	304	242	229	1169	1119
MAG00317	o__Clostridiales (UID1212)	172	261	147	98.01	1.02	100	2427730	25655	2357	2357	75587	378	306	295	2495	2388
MAG00318	o__Clostridiales (UID1212)	172	263	149	82.08	2.74	14.29	1157670	18411	1186	1186	7126	363	287	272	1344	1273
MAG00319	k__Bacteria (UID203)	5449	102	56	52.68	0	0	1645540	15123	1664	1664	8732	351	288	279	1262	1218
MAG00321	f__Lachnospiraceae (UID1286)	57	420	207	97.58	1.55	6.25	2841985	33600	2594	2594	38157	396	328	315	2128	2023
MAG00323	o__Bacteroidales (UID2657)	160	491	268	93.28	0	0	2860875	44311	2336	2336	23384	439	369	350	1893	1813
MAG00324	f__Lachnospiraceae (UID1256)	33	333	171	99.31	0.29	33.33	2483644	30962	2307	2307	48123	380	323	310	2737	2598
MAG00326	o__Clostridiales (UID1226)	155	274	157	94.27	0.78	25	3522220	48157	3306	3306	72314	395	317	302	2694	2547
MAG00334	o__Clostridiales (UID1212)	172	261	147	92.65	0.23	100	2172122	21914	2066	2066	39754	377	310	299	1431	1392
MAG00335	f__Lachnospiraceae (UID1286)	57	420	207	93.98	1.51	16.67	3267572	41461	2977	2977	83148	395	327	313	2973	2807
MAG00337	k__Bacteria (UID203)	5449	103	57	57.02	3.51	50	2301026	25537	2282	2282	7637	358	289	278	3391	3272
MAG00341	o__Clostridiales (UID1212)	172	261	147	99.69	0	0	3046169	32519	2956	2956	58993	378	304	293	2413	2317
MAG00342	f__Lachnospiraceae (UID1256)	33	333	171	66.25	0	0	1731759	20195	1860	1860	4158	355	287	277	1431	1370
MAG00347	o__Clostridiales (UID1226)	155	278	158	76.79	1.11	66.67	2760257	35399	2769	2769	5510	366	294	281	1741	1684
MAG00354	o__Bacteroidales (UID2657)	160	492	269	95.89	0.76	0	3549447	47842	2805	2805	42084	472	382	365	3948	3628
MAG00364	f__Lachnospiraceae (UID1256)	33	333	171	95.03	0.32	50	2515084	31681	2349	2349	62238	385	322	308	2734	2592
MAG00366	k__Bacteria (UID203)	5449	104	58	63.51	0	0	2032011	24005	2166	2166	4253	361	289	278	1526	1463
MAG00370	f__Lachnospiraceae (UID1256)	33	333	171	80.94	1.58	33.33	1919911	23480	1820	1820	10845	392	317	304	2158	2080
MAG00371	f__Bifidobacteriaceae (UID1458)	77	464	220	100	0	0	2145935	23412	1760	1760	466234	422	356	343	3115	3014
MAG00372	o__Clostridiales (UID1212)	172	263	149	94.54	3.24	28.57	2329627	30694	2313	2313	13262	366	305	292	2199	2071
MAG00373	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2185496	20256	1826	1826	263722	410	348	337	3573	3321
MAG00376	o__Clostridiales (UID1226)	155	278	158	98.02	0.63	0	2855695	33410	2557	2557	81624	401	331	318	2321	2167
MAG00381	o__Clostridiales (UID1212)	172	263	149	98.99	1.68	33.33	2016459	31695	1945	1945	25076	374	305	289	2444	2305
MAG00383	k__Bacteria (UID203)	5449	102	56	50.16	1.79	0	1952343	19748	1959	1959	13473	362	296	286	3330	3185
MAG00388	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2079863	36195	1951	1951	156194	386	322	303	3651	3325
MAG00394	f__Lachnospiraceae (UID1286)	57	420	207	82.94	2.04	25	2340804	29123	2194	2195	12499	381	321	307	2406	2285
MAG00398	o__Bacteroidales (UID2657)	160	491	268	97.45	0.37	0	3523701	53529	2869	2869	44406	440	377	358	5547	5202
MAG00400	p__Proteobacteria (UID3887)	1487	255	158	57.07	1.9	100	1081168	11974	1175	1175	4658	347	282	271	1416	1365
MAG00404	o__Clostridiales (UID1212)	172	263	149	70.13	1.01	50	1758102	15861	2181	2181	3602	312	238	231	1735	1646
MAG00413	o__Clostridiales (UID1212)	172	263	149	79.74	0.9	33.33	1560914	17424	1858	1859	3454	318	251	241	1961	1848
MAG00419	k__Bacteria (UID203)	5449	102	56	63.39	0	0	1650827	15515	1717	1717	5327	351	280	271	3100	2965
MAG00421	o__Clostridiales (UID1212)	172	263	149	99.33	0.67	0	2744517	46007	2477	2477	144896	398	323	305	2456	2300
MAG00424	o__Clostridiales (UID1212)	172	263	149	99.33	0	0	2769754	47394	2467	2467	452253	391	331	311	2441	2218
MAG00427	p__Proteobacteria (UID3887)	1487	255	158	81.01	0.11	0	1603022	18396	1482	1482	214846	389	324	312	1857	1788
MAG00429	o__Clostridiales (UID1212)	172	261	147	93.14	1.7	100	2269808	22962	2231	2231	24083	363	296	286	1516	1444
MAG00437	o__Clostridiales (UID1212)	172	263	149	64.02	0	0	1827322	18914	1956	1956	2631	347	283	273	1419	1364
MAG00440	k__Bacteria (UID203)	5449	102	56	64.88	0	0	1827579	18139	1807	1807	12840	364	297	287	1516	1446
MAG00441	f__Lachnospiraceae (UID1286)	57	420	207	97.58	1.52	33.33	2819912	37329	2658	2658	100964	389	322	308	1518	1449
MAG00444	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2232798	20159	1922	1922	119803	395	338	328	3557	3302
MAG00445	o__Clostridiales (UID1212)	172	263	149	89.16	1.68	66.67	2172016	36850	1977	1977	20909	397	322	303	3341	3068
MAG00448	p__Actinobacteria (UID2112)	31	211	124	93.68	3.95	35.71	2227953	19243	2046	2046	6539	405	320	311	4541	4293
MAG00456	k__Bacteria (UID203)	5449	102	56	69.64	0	0	2020620	20228	1947	1947	30630	380	307	297	3309	3186
MAG00457	k__Bacteria (UID203)	5449	103	57	54.19	1.75	100	1685028	21133	1587	1587	15168	390	322	309	2810	2637
MAG00458	o__Clostridiales (UID1212)	172	263	149	97.99	0.34	0	2276929	37715	2170	2170	81236	373	305	288	2147	1919
MAG00461	o__Clostridiales (UID1212)	172	263	149	57.71	1.03	33.33	1246315	10730	1360	1360	3050	344	276	268	1574	1494
MAG00462	o__Bacteroidales (UID2657)	160	492	269	76	2.15	44.44	3003004	43563	2793	2793	5277	419	329	313	1780	1649
MAG00464	o__Clostridiales (UID1212)	172	261	147	93.28	4.76	54.55	2255011	23409	2096	2096	42269	386	318	307	2501	2396
MAG00469	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	1873074	32434	1718	1719	361295	389	329	310	2781	2514
MAG00474	f__Lachnospiraceae (UID1256)	33	333	171	87.95	0.12	100	2100617	25878	1978	1978	59641	383	316	303	2879	2705
MAG00477	o__Clostridiales (UID1212)	172	263	149	92.62	0	0	2135001	20087	2012	2012	204958	388	318	308	2691	2558
MAG00478	o__Clostridiales (UID1212)	172	263	149	99.33	0	0	2828266	39291	2458	2458	190313	415	346	330	6286	5941
MAG00479	k__Bacteria (UID2372)	131	177	106	99.06	0	0	2434171	41397	2554	2554	37767	350	289	273	6732	6188
MAG00480	f__Bifidobacteriaceae (UID1458)	77	464	220	100	0.45	0	2253048	23852	1830	1830	213353	432	363	350	3113	3021
MAG00483	o__Clostridiales (UID1212)	172	261	147	91.78	2.04	60	1988141	19434	1852	1852	36271	374	314	304	1672	1587
MAG00486	f__Lachnospiraceae (UID1286)	57	420	207	90.1	1.77	40	2625529	32696	2363	2363	32050	397	332	318	2658	2453
MAG00489	o__Clostridiales (UID1212)	172	263	149	98.21	0.67	0	2153773	39601	2082	2082	46864	374	310	291	2698	2493
MAG00490	o__Clostridiales (UID1212)	172	263	149	99.02	0.02	100	2510223	43991	2200	2200	97394	401	336	316	7968	7419
MAG00496	o__Clostridiales (UID1212)	172	263	149	96.1	0	0	2161616	21434	2140	2140	19687	367	297	287	3027	2903
MAG00500	o__Clostridiales (UID1212)	172	263	149	97.32	0	0	2640317	42636	2543	2543	77104	384	313	296	2110	2000
MAG00504	o__Clostridiales (UID1212)	172	260	146	98.63	0	0	2700084	37984	2505	2505	220573	393	320	305	3240	2910
MAG00511	o__Clostridiales (UID1212)	172	263	149	97.99	0.67	0	2844365	51232	2483	2483	98562	425	348	328	13293	12268
MAG00512	f__Lachnospiraceae (UID1286)	57	420	207	92.49	3.12	22.22	2707216	36884	2552	2552	28409	386	315	300	2824	2626
MAG00513	o__Clostridiales (UID1212)	172	263	149	97.63	0.34	0	1957498	27489	1803	1803	153848	389	324	309	2197	2023
MAG00519	o__Clostridiales (UID1212)	172	263	149	94.05	0.69	33.33	2271501	30136	2266	2266	11124	378	306	292	2011	1877
MAG00521	o__Clostridiales (UID1212)	172	263	149	90.32	0.67	0	2558991	32224	2660	2660	5501	368	291	278	2206	2075
MAG00530	p__Proteobacteria (UID3887)	1487	256	160	82.57	2.4	33.33	1818547	17956	1982	1982	3873	346	276	267	1835	1719
MAG00533	f__Lachnospiraceae (UID1286)	57	420	207	69.23	2.75	27.27	2153058	25057	2136	2137	6087	380	306	294	2666	2531
MAG00541	k__Bacteria (UID203)	5449	102	56	62.32	0	0	1846229	17819	1885	1885	6885	358	290	280	1402	1359
MAG00547	o__Clostridiales (UID1212)	172	257	149	94.4	0.67	0	2298102	19733	2198	2198	27587	370	305	296	3538	3333
MAG00548	p__Bacteroidetes (UID2605)	350	314	208	99.28	0.5	50	3207167	38185	2638	2638	194695	436	366	352	2007	1936
MAG00549	o__Clostridiales (UID1120)	304	247	141	85.63	1.12	25	1698036	21497	1880	1880	5478	343	275	264	1939	1827
MAG00554	f__Lachnospiraceae (UID1256)	33	333	171	96.69	1.56	50	2181177	22979	2128	2128	54519	373	312	302	5453	5171
MAG00557	o__Clostridiales (UID1212)	172	263	149	93.29	0.67	0	2470370	22966	2433	2433	169520	379	299	290	2833	2754
MAG00559	o__Clostridiales (UID1212)	172	263	149	91.89	2.18	50	2384955	22617	2437	2437	10262	355	290	281	1446	1406
MAG00560	o__Clostridiales (UID1212)	172	263	149	98.66	0.34	0	2180167	36154	2065	2065	62016	377	307	289	2129	1902
MAG00569	o__Clostridiales (UID1226)	155	278	158	90.23	0.63	0	2831220	35330	2539	2539	17885	392	322	308	2621	2498
MAG00570	f__Bifidobacteriaceae (UID1462)	65	476	217	100	0	0	2258423	22809	1894	1894	216653	422	350	338	3195	3100
MAG00572	f__Lachnospiraceae (UID1286)	57	420	207	69.24	1.01	0	1840746	22773	1819	1820	6604	378	307	294	1284	1226
MAG00573	o__Clostridiales (UID1212)	172	263	149	53.92	1.51	33.33	1130824	10982	1330	1330	2503	317	250	242	1250	1189
MAG00580	f__Lachnospiraceae (UID1256)	33	333	171	98.83	2.05	0	2581217	32299	2437	2437	67889	382	318	304	2737	2599
MAG00581	f__Lachnospiraceae (UID1256)	33	333	171	74.35	2.05	0	1634513	20165	1638	1638	9738	363	305	293	1519	1457
MAG00582	p__Actinobacteria (UID2112)	31	211	124	100	0.2	0	3445921	27794	3045	3045	219389	411	332	323	3828	3692
MAG00584	k__Bacteria (UID2372)	131	177	106	100	0	0	3639836	64011	3584	3585	181179	364	299	282	4096	3783
MAG00585	o__Clostridiales (UID1212)	172	263	149	69.77	0.17	0	2207848	25856	2238	2238	3302	357	274	263	1813	1721
MAG00587	o__Clostridiales (UID1212)	172	260	146	98.63	0	0	2711847	38252	2516	2517	106238	391	318	303	3245	2928
MAG00590	o__Clostridiales (UID1212)	172	263	149	77.04	0.92	100	1850564	20695	2255	2255	3087	310	243	234	1567	1469
MAG00592	o__Clostridiales (UID1226)	155	278	158	81.12	0.63	50	2130845	25335	1892	1892	112300	394	335	322	1880	1798
MAG00593	o__Clostridiales (UID1226)	155	278	158	83.33	0	0	2200400	28304	2050	2050	76299	389	326	312	1965	1889
MAG00594	k__Bacteria (UID2372)	131	177	106	70.01	0.94	0	1256049	13841	1611	1611	2553	293	234	225	1073	1040
MAG00595	o__Clostridiales (UID1226)	155	278	158	88.83	1.58	33.33	2815524	31250	2700	2700	14760	382	316	304	2835	2710
MAG00596	o__Clostridiales (UID1226)	155	278	158	88.34	0.63	100	2202605	27245	1979	1979	14800	392	321	307	1570	1477
MAG00599	o__Lactobacillales (UID544)	293	473	265	99.62	0	0	2594652	33175	2540	2540	121510	364	296	283	1943	1787
MAG00601	k__Bacteria (UID2372)	131	177	106	96.23	0.94	0	1953470	19682	1973	1973	14477	362	295	285	2142	2015
MAG00606	o__Clostridiales (UID1212)	172	261	147	97.28	0	0	3028702	32366	2731	2731	289836	386	328	316	3548	3298
MAG00607	f__Lachnospiraceae (UID1286)	57	420	207	85.06	2.29	12.5	2670668	37225	2701	2701	8618	365	295	281	1551	1445
MAG00612	o__Clostridiales (UID1212)	172	261	147	100	0	0	2930471	31469	2797	2797	122523	382	307	296	3578	3396
MAG00615	o__Bacteroidales (UID2617)	213	406	265	99.62	0	0	3102877	46056	2471	2471	208424	441	374	355	4560	4213
MAG00618	k__Bacteria (UID2569)	434	278	186	99.46	0	0	4364365	67958	3560	3560	94030	429	373	353	1908	1790
MAG00620	o__Clostridiales (UID1226)	155	278	158	85.05	3.01	50	3015432	38555	2786	2786	77027	383	322	308	2327	2190
MAG00622	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.2	0	4970873	56362	4659	4659	819117	379	317	305	3485	3249
MAG00636	f__Pasteurellaceae (UID4932)	83	767	440	94.9	3.41	52.17	1799678	24811	1959	1959	8129	337	280	267	1417	1370
MAG00643	f__Lachnospiraceae (UID1286)	57	420	207	78.91	4.59	31.25	2228584	27784	2173	2173	8386	379	310	297	2477	2377
MAG00644	o__Clostridiales (UID1212)	172	261	147	93.59	0.74	50	2170991	21821	2065	2065	33349	372	310	299	1736	1655
MAG00647	o__Bacteroidales (UID2621)	198	427	260	99.04	0.38	0	4627145	70273	3802	3802	116045	436	371	352	2473	2293
MAG00651	f__Lachnospiraceae (UID1256)	33	333	171	99.42	0	0	2818824	34713	2665	2665	113814	393	321	308	2252	2104
MAG00656	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2022697	35739	1857	1857	145233	389	329	310	2802	2530
MAG00665	o__Clostridiales (UID1212)	172	263	149	89.33	1.07	33.33	1939978	35637	1980	1980	9624	361	295	277	2703	2498
MAG00666	o__Clostridiales (UID1212)	172	261	147	97.71	0	0	2359084	24183	2203	2203	84078	382	313	302	2247	2169
MAG00667	o__Clostridiales (UID1212)	172	263	149	75.21	3.13	0	1502735	33735	1511	1511	126614	369	296	273	6467	5885
MAG00668	p__Actinobacteria (UID2112)	31	211	124	85.24	3.43	50	2297074	18652	2283	2283	5717	375	295	287	1696	1684
MAG00670	f__Lachnospiraceae (UID1286)	57	420	207	96.44	1.85	57.14	2853759	33888	2607	2607	36471	402	330	317	2666	2531
MAG00671	o__Clostridiales (UID1212)	172	263	149	99.29	0	0	2608070	44482	2346	2347	182738	386	327	308	2410	2243
MAG00672	o__Clostridiales (UID1212)	172	263	149	98.66	0.67	0	2759394	34449	2477	2477	29068	405	327	313	2213	2092
MAG00673	o__Clostridiales (UID1226)	155	278	158	97.36	0.85	33.33	2725778	31780	2523	2523	25432	391	320	308	2180	2038
MAG00678	o__Clostridiales (UID1212)	172	263	149	83.77	2.01	75	1770311	21892	2045	2045	3703	330	261	250	1258	1203
MAG00679	f__Bifidobacteriaceae (UID1458)	77	464	220	100	0.23	0	2188362	23902	1735	1735	495016	426	367	353	3111	3010
MAG00680	o__Clostridiales (UID1212)	172	263	149	65.74	1.68	0	1327728	20372	1478	1478	3351	326	266	252	1554	1467
